PAAC4_A,PAAC4_C,PAAC4_D,PAAC4_E,PAAC4_F,PAAC4_G,PAAC4_H,PAAC4_I,PAAC4_K,PAAC4_L,PAAC4_M,PAAC4_N,PAAC4_P,PAAC4_Q,PAAC4_R,PAAC4_S,PAAC4_T,PAAC4_V,PAAC4_W,PAAC4_Y,PAAC4_lam1,PAAC4_lam2,PAAC4_lam3,PAAC4_lam4
0.0,18.18,9.09,0.0,0.0,0.0,9.09,0.0,0.0,18.18,9.09,9.09,9.09,0.0,0.0,9.09,9.09,0.0,0.0,0.0,0.0386,0.0292,0.0294,0.036000000000000004
0.0,0.0,0.0,0.0,0.0,9.09,0.0,18.18,0.0,27.27,0.0,9.09,18.18,0.0,9.09,0.0,9.09,0.0,0.0,0.0,0.0604,0.0735,0.0474,0.0312
0.0,0.0,0.0,0.0,18.18,9.09,0.0,0.0,9.09,9.09,9.09,0.0,18.18,18.18,9.09,0.0,0.0,0.0,0.0,0.0,0.0642,0.0543,0.063,0.0776
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,9.09,36.36,0.0,0.0,0.0,0.0,9.09,18.18,9.09,0.0,0.0,0.0,0.0611,0.1115,0.0819,0.0722
0.0,0.0,0.0,9.09,18.18,9.09,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,18.18,9.09,18.18,0.0,9.09,0.0565,0.0458,0.0712,0.0701
8.33,0.0,8.33,0.0,0.0,8.33,8.33,16.67,16.67,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.08800000000000001,0.0989,0.037000000000000005,0.0782
0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,16.67,25.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,8.33,0.0,0.0,0.0602,0.0499,0.0618,0.0373
8.33,0.0,0.0,0.0,8.33,8.33,0.0,8.33,8.33,33.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0559,0.0829,0.044000000000000004,0.0379
0.0,0.0,0.0,0.0,16.67,8.33,0.0,0.0,16.67,41.67,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0889,0.0747,0.0787,0.1369
16.67,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,25.0,0.0,0.0,8.33,0.0,8.33,8.33,0.0,16.67,0.0,0.0,0.0594,0.0599,0.0533,0.0512
8.33,0.0,8.33,0.0,0.0,16.67,8.33,8.33,16.67,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0861,0.0959,0.0409,0.0844
8.33,0.0,8.33,0.0,0.0,16.67,0.0,16.67,16.67,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0919,0.0897,0.0359,0.0908
8.33,0.0,0.0,0.0,0.0,16.67,8.33,16.67,16.67,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0841,0.083,0.0423,0.0805
8.33,0.0,8.33,0.0,0.0,16.67,8.33,8.33,16.67,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0886,0.0986,0.0491,0.0669
8.33,0.0,8.33,0.0,0.0,16.67,8.33,16.67,16.67,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0903,0.1049,0.0345,0.0818
8.33,0.0,8.33,0.0,0.0,16.67,8.33,16.67,8.33,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0775,0.0738,0.0632,0.0766
8.33,0.0,8.33,0.0,0.0,16.67,8.33,16.67,16.67,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0778,0.1029,0.0303,0.0672
8.33,0.0,8.33,0.0,0.0,8.33,8.33,16.67,16.67,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0864,0.1001,0.0342,0.0785
8.33,0.0,8.33,0.0,0.0,16.67,8.33,16.67,8.33,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0734,0.0951,0.0537,0.0665
8.33,0.0,8.33,0.0,0.0,16.67,8.33,16.67,16.67,8.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0946,0.0967,0.0416,0.0871
8.33,0.0,8.33,0.0,0.0,16.67,8.33,16.67,16.67,8.33,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0897,0.1065,0.0351,0.0827
0.0,0.0,8.33,0.0,0.0,16.67,8.33,16.67,16.67,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,0.0896,0.1004,0.0369,0.0807
0.0,0.0,0.0,0.0,0.0,8.33,8.33,8.33,25.0,25.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0852,0.1183,0.0605,0.0502
8.33,0.0,8.33,0.0,0.0,25.0,0.0,8.33,0.0,41.67,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0565,0.0663,0.0279,0.0363
0.0,0.0,0.0,0.0,0.0,25.0,0.0,8.33,0.0,16.67,0.0,0.0,0.0,0.0,8.33,25.0,8.33,8.33,0.0,0.0,0.0756,0.063,0.0728,0.0526
0.0,0.0,0.0,0.0,0.0,16.67,8.33,16.67,8.33,16.67,8.33,0.0,0.0,0.0,8.33,8.33,0.0,0.0,8.33,0.0,0.0898,0.1153,0.0648,0.0685
0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,8.33,8.33,0.0,0.0,16.67,8.33,8.33,8.33,0.0,0.0,16.67,8.33,0.0653,0.0953,0.1274,0.0896
0.0,0.0,0.0,0.0,8.33,8.33,0.0,25.0,33.33,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.09699999999999999,0.1132,0.0831,0.1076
0.0,0.0,0.0,0.0,0.0,25.0,0.0,16.67,8.33,41.67,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0611,0.0752,0.0405,0.0263
0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,8.33,41.67,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0524,0.0745,0.0392,0.028999999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.67,33.33,0.0,0.0,8.33,0.0,8.33,8.33,0.0,0.0,0.0,0.0,0.0759,0.115,0.0985,0.0527
8.33,8.33,8.33,8.33,8.33,0.0,8.33,25.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0551,0.0547,0.0778,0.0517
8.33,0.0,0.0,0.0,0.0,8.33,8.33,25.0,16.67,16.67,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0841,0.1049,0.0735,0.0486
16.67,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,16.67,0.0,0.0,8.33,0.0,16.67,0.0,8.33,16.67,0.0,0.0,0.0899,0.0742,0.1069,0.1147
0.0,16.67,0.0,0.0,8.33,0.0,0.0,25.0,0.0,8.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,8.33,0.0,0.0,0.1159,0.1267,0.0572,0.1223
0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,8.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,25.0,0.0,0.0,0.115,0.1236,0.0529,0.12300000000000001
8.33,16.67,0.0,0.0,8.33,0.0,8.33,16.67,0.0,8.33,0.0,0.0,16.67,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.062,0.0368,0.0632,0.0479
8.33,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,8.33,0.0,0.0,16.67,0.0,8.33,0.0,0.0,8.33,0.0,16.67,0.0681,0.0427,0.0588,0.0507
0.0,0.0,0.0,8.33,8.33,0.0,8.33,8.33,0.0,16.67,0.0,0.0,0.0,8.33,16.67,16.67,0.0,8.33,0.0,0.0,0.0755,0.0731,0.1029,0.094
0.0,0.0,0.0,8.33,0.0,0.0,8.33,8.33,8.33,8.33,8.33,0.0,0.0,8.33,16.67,16.67,0.0,8.33,0.0,0.0,0.0807,0.0487,0.098,0.0996
0.0,8.33,0.0,8.33,0.0,0.0,8.33,8.33,0.0,8.33,0.0,0.0,0.0,8.33,25.0,16.67,0.0,8.33,0.0,0.0,0.067,0.0653,0.1023,0.1208
0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,8.33,25.0,16.67,0.0,0.0,16.67,16.67,0.0,0.0,0.0276,0.0456,0.0416,0.034
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,25.0,0.0,8.33,16.67,0.0,0.0,25.0,0.0,8.33,0.0,8.33,0.0498,0.0507,0.0453,0.0419
7.69,0.0,0.0,0.0,7.69,15.38,0.0,0.0,15.38,7.69,0.0,0.0,0.0,7.69,0.0,7.69,15.38,7.69,0.0,7.69,0.0758,0.0719,0.0678,0.0619
15.38,0.0,7.69,7.69,0.0,0.0,0.0,0.0,7.69,7.69,0.0,7.69,7.69,0.0,7.69,0.0,15.38,15.38,0.0,0.0,0.0589,0.0849,0.0496,0.0708
7.69,0.0,0.0,7.69,7.69,30.77,7.69,0.0,0.0,0.0,7.69,0.0,7.69,7.69,0.0,0.0,0.0,7.69,7.69,0.0,0.0568,0.0681,0.0991,0.0759
0.0,0.0,0.0,15.38,0.0,0.0,0.0,7.69,7.69,15.38,0.0,7.69,15.38,0.0,15.38,0.0,0.0,0.0,0.0,15.38,0.0675,0.0797,0.0813,0.1141
0.0,0.0,0.0,0.0,15.38,7.69,0.0,15.38,15.38,23.08,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0703,0.1007,0.0546,0.0315
0.0,0.0,0.0,0.0,23.08,15.38,0.0,7.69,7.69,30.77,0.0,0.0,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0577,0.0666,0.0621,0.0619
0.0,0.0,0.0,0.0,23.08,15.38,0.0,7.69,7.69,23.08,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0519,0.0798,0.0577,0.0508
0.0,0.0,0.0,0.0,15.38,15.38,0.0,7.69,7.69,30.77,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0512,0.0736,0.0528,0.0496
0.0,0.0,0.0,0.0,15.38,15.38,0.0,7.69,7.69,23.08,0.0,0.0,7.69,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0627,0.0909,0.0948,0.1115
0.0,0.0,0.0,0.0,15.38,15.38,0.0,23.08,0.0,15.38,0.0,7.69,7.69,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.07400000000000001,0.0935,0.0604,0.0717
15.38,0.0,0.0,0.0,15.38,15.38,0.0,15.38,7.69,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0455,0.0794,0.0465,0.035
0.0,0.0,0.0,0.0,30.77,15.38,0.0,23.08,7.69,7.69,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0632,0.1216,0.0771,0.0578
0.0,0.0,0.0,0.0,23.08,15.38,0.0,30.77,15.38,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0564,0.1082,0.0697,0.0509
0.0,0.0,0.0,0.0,15.38,15.38,0.0,30.77,15.38,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0519,0.1064,0.0664,0.0415
0.0,0.0,0.0,0.0,15.38,7.69,0.0,7.69,0.0,30.77,0.0,0.0,7.69,0.0,7.69,15.38,0.0,7.69,0.0,0.0,0.0625,0.0916,0.0543,0.0505
15.38,0.0,0.0,0.0,23.08,7.69,0.0,15.38,7.69,15.38,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0629,0.0949,0.0491,0.0264
15.38,0.0,0.0,0.0,15.38,7.69,0.0,15.38,7.69,15.38,7.69,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0588,0.0876,0.0414,0.0232
7.69,0.0,0.0,0.0,7.69,23.08,0.0,15.38,7.69,23.08,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0515,0.0887,0.0558,0.024
7.69,0.0,0.0,0.0,7.69,23.08,0.0,15.38,7.69,23.08,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0511,0.0839,0.054000000000000006,0.0256
7.69,0.0,0.0,0.0,7.69,15.38,0.0,15.38,7.69,23.08,7.69,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0528,0.0826,0.0529,0.0133
15.38,0.0,0.0,0.0,7.69,23.08,0.0,7.69,7.69,30.77,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0487,0.0802,0.0462,0.0348
15.38,0.0,0.0,0.0,15.38,15.38,0.0,23.08,7.69,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0545,0.0876,0.0535,0.0484
15.38,0.0,0.0,0.0,15.38,7.69,0.0,0.0,7.69,15.38,0.0,7.69,0.0,0.0,0.0,7.69,0.0,15.38,7.69,0.0,0.0556,0.0963,0.0872,0.0612
0.0,0.0,0.0,0.0,7.69,23.08,0.0,15.38,0.0,30.77,0.0,7.69,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0346,0.0654,0.0412,0.0286
0.0,0.0,0.0,0.0,7.69,15.38,0.0,7.69,7.69,15.38,0.0,0.0,7.69,0.0,15.38,0.0,0.0,0.0,23.08,0.0,0.0801,0.1069,0.0868,0.1271
7.69,0.0,0.0,0.0,7.69,23.08,0.0,7.69,7.69,38.46,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0569,0.075,0.0507,0.0141
7.69,0.0,0.0,0.0,7.69,15.38,0.0,0.0,7.69,30.77,7.69,7.69,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0623,0.1018,0.0782,0.0564
15.38,0.0,0.0,0.0,15.38,7.69,0.0,15.38,0.0,23.08,0.0,0.0,7.69,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0338,0.0564,0.0396,0.0301
7.69,0.0,0.0,0.0,15.38,7.69,0.0,7.69,7.69,30.77,0.0,0.0,7.69,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0532,0.0736,0.0451,0.0382
7.69,0.0,0.0,0.0,15.38,0.0,0.0,0.0,7.69,38.46,0.0,0.0,7.69,0.0,0.0,15.38,0.0,7.69,0.0,0.0,0.0471,0.0752,0.0402,0.0196
7.69,0.0,0.0,0.0,15.38,0.0,0.0,0.0,7.69,38.46,0.0,0.0,7.69,0.0,0.0,7.69,7.69,7.69,0.0,0.0,0.0461,0.0723,0.0388,0.0203
7.69,0.0,0.0,0.0,15.38,0.0,0.0,0.0,7.69,38.46,0.0,0.0,7.69,0.0,0.0,7.69,7.69,7.69,0.0,0.0,0.046,0.0718,0.037000000000000005,0.0203
0.0,0.0,0.0,0.0,15.38,7.69,0.0,15.38,15.38,30.77,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0684,0.0953,0.061,0.0473
0.0,0.0,0.0,0.0,15.38,15.38,0.0,0.0,7.69,38.46,0.0,7.69,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0597,0.0829,0.0463,0.04
15.38,0.0,0.0,0.0,7.69,15.38,0.0,15.38,7.69,23.08,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0491,0.0749,0.0465,0.0358
7.69,0.0,0.0,0.0,7.69,7.69,0.0,15.38,7.69,30.77,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0501,0.0703,0.0448,0.0365
0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,7.69,38.46,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0517,0.0766,0.0498,0.0387
0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,0.0,38.46,0.0,0.0,7.69,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0397,0.0598,0.0359,0.0268
0.0,0.0,0.0,0.0,7.69,7.69,0.0,15.38,7.69,38.46,0.0,7.69,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0515,0.0752,0.0454,0.0155
0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,7.69,38.46,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0521,0.0748,0.0497,0.0387
0.0,0.0,0.0,0.0,7.69,15.38,0.0,7.69,0.0,46.15,0.0,7.69,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0366,0.0566,0.0337,0.0223
0.0,0.0,0.0,0.0,15.38,15.38,0.0,7.69,7.69,30.77,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0505,0.0796,0.0553,0.0423
0.0,0.0,0.0,0.0,7.69,15.38,0.0,7.69,7.69,38.46,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0498,0.0732,0.0503,0.040999999999999995
0.0,0.0,0.0,0.0,7.69,15.38,0.0,23.08,0.0,23.08,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,0.0,0.0,0.0661,0.0904,0.0663,0.0618
0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,0.0,30.77,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,0.0,0.0,0.0656,0.0895,0.0665,0.0617
0.0,0.0,0.0,0.0,7.69,7.69,0.0,7.69,0.0,38.46,0.0,7.69,7.69,0.0,0.0,7.69,7.69,7.69,0.0,0.0,0.0288,0.0507,0.0285,0.0194
7.69,0.0,0.0,0.0,15.38,7.69,0.0,7.69,7.69,38.46,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0569,0.0826,0.0429,0.0157
7.69,0.0,0.0,0.0,15.38,15.38,0.0,15.38,7.69,30.77,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0514,0.079,0.0471,0.0297
0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,7.69,30.77,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0523,0.0743,0.0458,0.0396
0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,0.0,30.77,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,0.0,0.0,0.0682,0.0875,0.0612,0.0605
7.69,0.0,0.0,0.0,7.69,0.0,0.0,15.38,7.69,30.77,0.0,0.0,7.69,0.0,7.69,0.0,7.69,7.69,0.0,0.0,0.0501,0.0968,0.0863,0.0702
7.69,0.0,0.0,0.0,23.08,7.69,0.0,0.0,0.0,38.46,0.0,0.0,7.69,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0354,0.0695,0.0398,0.013000000000000001
7.69,0.0,0.0,0.0,23.08,0.0,0.0,0.0,0.0,38.46,0.0,0.0,7.69,0.0,7.69,15.38,0.0,0.0,0.0,0.0,0.0629,0.0905,0.0581,0.0284
7.69,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,46.15,0.0,0.0,7.69,0.0,7.69,15.38,0.0,0.0,0.0,0.0,0.0618,0.0899,0.0527,0.0306
7.69,0.0,0.0,0.0,15.38,7.69,7.69,7.69,0.0,38.46,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0379,0.05,0.0377,0.0411
0.0,0.0,0.0,0.0,7.69,15.38,0.0,0.0,0.0,53.85,0.0,7.69,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0717,0.0894,0.0578,0.0484
0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,7.69,30.77,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.051,0.0746,0.0497,0.0412
0.0,0.0,0.0,0.0,7.69,15.38,0.0,0.0,0.0,46.15,0.0,0.0,7.69,0.0,0.0,7.69,7.69,7.69,0.0,0.0,0.0301,0.0477,0.0273,0.0122
0.0,0.0,0.0,0.0,15.38,7.69,0.0,0.0,7.69,38.46,7.69,0.0,7.69,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0473,0.0648,0.0486,0.0315
7.69,0.0,0.0,0.0,15.38,7.69,0.0,7.69,7.69,30.77,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0428,0.0736,0.0446,0.032
15.38,0.0,0.0,0.0,15.38,7.69,0.0,7.69,7.69,23.08,7.69,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0579,0.0873,0.0416,0.0227
7.69,0.0,0.0,0.0,23.08,7.69,0.0,15.38,7.69,15.38,0.0,0.0,0.0,0.0,0.0,15.38,7.69,0.0,0.0,0.0,0.0549,0.08800000000000001,0.0534,0.0257
7.69,0.0,0.0,0.0,7.69,7.69,0.0,7.69,7.69,38.46,0.0,0.0,0.0,0.0,0.0,15.38,7.69,0.0,0.0,0.0,0.0525,0.078,0.0423,0.0217
0.0,0.0,0.0,0.0,15.38,23.08,0.0,7.69,7.69,23.08,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0583,0.0855,0.0471,0.0388
7.69,0.0,0.0,0.0,23.08,7.69,7.69,7.69,0.0,23.08,0.0,7.69,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0442,0.0778,0.046,0.027999999999999997
7.69,0.0,0.0,0.0,15.38,7.69,0.0,15.38,7.69,23.08,0.0,0.0,0.0,0.0,0.0,15.38,0.0,7.69,0.0,0.0,0.054000000000000006,0.078,0.0619,0.0263
0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,7.69,30.77,0.0,7.69,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0616,0.0837,0.0559,0.0283
0.0,0.0,0.0,0.0,7.69,7.69,0.0,15.38,7.69,23.08,0.0,7.69,0.0,0.0,0.0,15.38,7.69,0.0,7.69,0.0,0.0628,0.1028,0.0629,0.0515
15.38,0.0,0.0,0.0,15.38,0.0,0.0,7.69,7.69,15.38,0.0,7.69,0.0,0.0,0.0,15.38,7.69,0.0,7.69,0.0,0.0536,0.0949,0.0774,0.0611
0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,0.0,15.38,15.38,0.0,7.69,0.0,7.69,15.38,0.0,0.0,0.0,0.0,0.0664,0.0816,0.0724,0.0681
0.0,15.38,0.0,0.0,15.38,0.0,0.0,7.69,7.69,7.69,7.69,0.0,7.69,0.0,15.38,15.38,0.0,0.0,0.0,0.0,0.0806,0.0769,0.0396,0.1018
0.0,0.0,0.0,0.0,23.08,7.69,0.0,7.69,7.69,15.38,0.0,0.0,0.0,7.69,7.69,7.69,0.0,7.69,7.69,0.0,0.0976,0.1395,0.0801,0.017
7.69,0.0,0.0,0.0,7.69,15.38,0.0,0.0,23.08,30.77,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0897,0.0888,0.0704,0.0412
7.69,0.0,7.69,7.69,15.38,7.69,0.0,23.08,15.38,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0846,0.1248,0.0585,0.0427
7.69,0.0,7.69,7.69,7.69,7.69,0.0,30.77,15.38,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0821,0.125,0.0536,0.0413
0.0,0.0,7.69,0.0,15.38,15.38,0.0,23.08,7.69,15.38,0.0,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.073,0.1083,0.0491,0.0491
0.0,0.0,7.69,0.0,7.69,7.69,0.0,23.08,7.69,15.38,0.0,7.69,0.0,0.0,0.0,7.69,7.69,7.69,0.0,0.0,0.0652,0.0988,0.0431,0.0434
0.0,0.0,15.38,0.0,15.38,7.69,0.0,7.69,15.38,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,15.38,0.0,0.0,0.0782,0.11800000000000001,0.0702,0.0394
0.0,0.0,15.38,0.0,15.38,7.69,0.0,0.0,15.38,23.08,0.0,0.0,0.0,0.0,0.0,15.38,0.0,7.69,0.0,0.0,0.0756,0.0952,0.0657,0.0731
0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,7.69,61.54,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0564,0.069,0.028999999999999998,0.0339
15.38,0.0,7.69,0.0,7.69,7.69,7.69,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,23.08,7.69,0.0,0.0769,0.0983,0.0534,0.0621
