PAAC4_A,PAAC4_C,PAAC4_D,PAAC4_E,PAAC4_F,PAAC4_G,PAAC4_H,PAAC4_I,PAAC4_K,PAAC4_L,PAAC4_M,PAAC4_N,PAAC4_P,PAAC4_Q,PAAC4_R,PAAC4_S,PAAC4_T,PAAC4_V,PAAC4_W,PAAC4_Y,PAAC4_lam1,PAAC4_lam2,PAAC4_lam3,PAAC4_lam4
0.0,0.0,0.0,0.0,0.0,9.09,9.09,9.09,0.0,0.0,0.0,0.0,45.45,9.09,9.09,9.09,0.0,0.0,0.0,0.0,0.0495,0.0548,0.0742,0.0815
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,9.09,36.36,0.0,0.0,0.0,0.0,9.09,18.18,9.09,0.0,0.0,0.0,0.0611,0.1115,0.0819,0.0722
0.0,0.0,0.0,0.0,0.0,18.18,0.0,9.09,0.0,9.09,9.09,0.0,0.0,0.0,9.09,27.27,9.09,9.09,0.0,0.0,0.0682,0.0492,0.0438,0.0818
9.09,0.0,0.0,0.0,0.0,0.0,9.09,9.09,0.0,0.0,0.0,9.09,45.45,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0359,0.0449,0.0389,0.066
0.0,0.0,0.0,0.0,18.18,9.09,0.0,9.09,0.0,0.0,0.0,0.0,27.27,0.0,18.18,9.09,0.0,0.0,0.0,9.09,0.1005,0.0816,0.0651,0.1059
8.33,16.67,0.0,0.0,8.33,8.33,0.0,0.0,8.33,8.33,0.0,0.0,16.67,0.0,0.0,0.0,8.33,0.0,0.0,16.67,0.0678,0.0686,0.0622,0.0433
0.0,0.0,8.33,0.0,0.0,41.67,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572,0.066,0.0489,0.0295
8.33,0.0,8.33,0.0,16.67,0.0,0.0,8.33,0.0,0.0,0.0,8.33,25.0,8.33,8.33,0.0,8.33,0.0,0.0,0.0,0.0825,0.077,0.0469,0.040999999999999995
0.0,0.0,16.67,0.0,8.33,8.33,0.0,0.0,8.33,8.33,8.33,0.0,8.33,8.33,0.0,8.33,0.0,16.67,0.0,0.0,0.0539,0.073,0.053,0.0766
8.33,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,41.67,0.0,0.0,8.33,0.0,16.67,0.0,0.0,0.0328,0.0262,0.0327,0.0317
0.0,0.0,0.0,0.0,16.67,8.33,0.0,8.33,16.67,0.0,0.0,8.33,16.67,0.0,0.0,8.33,8.33,0.0,0.0,8.33,0.055,0.0777,0.0861,0.0558
8.33,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,16.67,8.33,0.0,0.0,0.0,0.0,16.67,16.67,16.67,0.0,0.0,0.0602,0.0193,0.0552,0.0227
8.33,0.0,0.0,0.0,0.0,8.33,0.0,8.33,16.67,8.33,0.0,0.0,8.33,0.0,16.67,0.0,8.33,16.67,0.0,0.0,0.1016,0.0625,0.1154,0.0927
8.33,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,8.33,0.0,0.0,25.0,0.0,8.33,8.33,0.0,25.0,0.0,0.0,0.0762,0.0725,0.0344,0.0672
16.67,0.0,16.67,0.0,0.0,16.67,0.0,0.0,8.33,0.0,0.0,0.0,8.33,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0372,0.0446,0.0448,0.0554
0.0,0.0,16.67,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,8.33,0.0,8.33,16.67,0.0,8.33,0.0,8.33,0.0851,0.0723,0.0576,0.0756
8.33,0.0,0.0,8.33,8.33,0.0,8.33,0.0,0.0,8.33,0.0,0.0,8.33,0.0,8.33,8.33,0.0,16.67,0.0,16.67,0.079,0.0767,0.0848,0.0645
8.33,0.0,8.33,0.0,0.0,8.33,8.33,8.33,50.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0576,0.0666,0.0751,0.0709
8.33,8.33,16.67,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,8.33,16.67,0.0,0.0,8.33,0.0,0.0,8.33,16.67,0.0793,0.0682,0.0691,0.0861
8.33,16.67,8.33,0.0,8.33,16.67,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,8.33,8.33,0.0647,0.0766,0.0867,0.0802
8.33,0.0,8.33,8.33,8.33,8.33,0.0,0.0,0.0,16.67,8.33,16.67,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0818,0.052000000000000005,0.0345,0.0713
0.0,0.0,0.0,0.0,0.0,8.33,0.0,16.67,0.0,16.67,0.0,8.33,0.0,8.33,8.33,25.0,8.33,0.0,0.0,0.0,0.0812,0.0575,0.0713,0.0731
0.0,0.0,0.0,0.0,0.0,25.0,0.0,8.33,0.0,8.33,0.0,0.0,8.33,0.0,8.33,25.0,0.0,16.67,0.0,0.0,0.0631,0.0546,0.0395,0.0676
0.0,8.33,0.0,0.0,8.33,8.33,8.33,8.33,8.33,0.0,8.33,0.0,0.0,8.33,8.33,16.67,0.0,0.0,8.33,0.0,0.0917,0.0801,0.0918,0.0671
8.33,0.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,41.67,16.67,8.33,0.0,0.0,0.0,8.33,0.0,0.0573,0.081,0.077,0.0726
16.67,0.0,16.67,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,8.33,16.67,0.0,16.67,0.0,8.33,0.0,0.0,0.0413,0.0479,0.0461,0.0565
0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,8.33,41.67,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0524,0.0745,0.0392,0.028999999999999998
0.0,8.33,25.0,8.33,0.0,8.33,0.0,0.0,0.0,8.33,0.0,0.0,8.33,0.0,8.33,16.67,8.33,0.0,0.0,0.0,0.0563,0.0685,0.061,0.066
16.67,0.0,0.0,8.33,0.0,8.33,0.0,16.67,0.0,16.67,0.0,8.33,0.0,8.33,8.33,0.0,0.0,0.0,0.0,8.33,0.0717,0.0828,0.0707,0.0686
8.33,0.0,0.0,0.0,8.33,25.0,0.0,8.33,0.0,16.67,0.0,0.0,8.33,0.0,8.33,16.67,0.0,0.0,0.0,0.0,0.0682,0.0545,0.0521,0.0795
8.33,0.0,0.0,16.67,0.0,0.0,0.0,8.33,8.33,25.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0541,0.0559,0.0318,0.0573
0.0,16.67,0.0,8.33,8.33,16.67,0.0,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,0.0,8.33,8.33,8.33,8.33,0.0649,0.0752,0.0906,0.0716
0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,8.33,25.0,16.67,0.0,0.0,16.67,16.67,0.0,0.0,0.0276,0.0456,0.0416,0.034
8.33,0.0,0.0,0.0,8.33,8.33,0.0,8.33,16.67,8.33,0.0,0.0,8.33,0.0,16.67,0.0,8.33,8.33,0.0,0.0,0.1023,0.0662,0.1179,0.0936
0.0,0.0,8.33,0.0,0.0,33.33,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0571,0.0659,0.040999999999999995,0.0338
0.0,0.0,0.0,0.0,8.33,33.33,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,8.33,16.67,16.67,0.0,0.0,0.0,0.0712,0.0569,0.052000000000000005,0.0793
8.33,0.0,16.67,0.0,8.33,8.33,8.33,0.0,0.0,8.33,8.33,0.0,0.0,8.33,8.33,8.33,0.0,0.0,0.0,8.33,0.0887,0.0663,0.0873,0.09
0.0,0.0,16.67,8.33,8.33,8.33,0.0,0.0,8.33,8.33,8.33,0.0,16.67,8.33,0.0,0.0,0.0,8.33,0.0,0.0,0.0491,0.0584,0.054000000000000006,0.0628
0.0,0.0,8.33,0.0,8.33,16.67,0.0,16.67,0.0,0.0,8.33,16.67,0.0,0.0,0.0,16.67,0.0,8.33,0.0,0.0,0.0766,0.0336,0.0535,0.0579
8.33,0.0,0.0,8.33,0.0,8.33,0.0,8.33,8.33,0.0,0.0,0.0,0.0,8.33,0.0,16.67,8.33,25.0,0.0,0.0,0.0418,0.057,0.0742,0.0701
0.0,0.0,0.0,8.33,0.0,16.67,0.0,0.0,8.33,25.0,8.33,8.33,16.67,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0615,0.0921,0.1028,0.0866
8.33,0.0,0.0,8.33,8.33,25.0,8.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,16.67,8.33,0.0,0.0,8.33,0.0642,0.066,0.0606,0.0616
8.33,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,33.33,0.0,8.33,0.0,0.0,0.0,8.33,8.33,8.33,0.0,0.0,0.0361,0.0423,0.0319,0.0274
8.33,0.0,0.0,41.67,0.0,0.0,8.33,0.0,8.33,8.33,0.0,16.67,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0481,0.0534,0.059000000000000004,0.0364
0.0,0.0,0.0,0.0,0.0,16.67,0.0,8.33,0.0,16.67,8.33,0.0,8.33,0.0,8.33,16.67,16.67,0.0,0.0,0.0,0.0614,0.0506,0.039,0.0621
0.0,0.0,0.0,0.0,0.0,25.0,0.0,16.67,8.33,41.67,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0611,0.0752,0.0405,0.0263
8.33,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,33.33,16.67,8.33,0.0,0.0,0.0,16.67,0.0,0.1097,0.0525,0.1208,0.0851
8.33,0.0,8.33,0.0,0.0,25.0,0.0,8.33,0.0,41.67,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0565,0.0663,0.0279,0.0363
8.33,16.67,0.0,0.0,0.0,8.33,0.0,25.0,0.0,8.33,0.0,8.33,0.0,0.0,16.67,0.0,0.0,8.33,0.0,0.0,0.0646,0.1071,0.0985,0.0678
8.33,0.0,0.0,16.67,0.0,8.33,0.0,0.0,8.33,25.0,0.0,0.0,25.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0246,0.0403,0.0705,0.0909
8.33,0.0,8.33,8.33,0.0,0.0,0.0,25.0,16.67,8.33,0.0,0.0,0.0,0.0,8.33,8.33,8.33,0.0,0.0,0.0,0.1028,0.0858,0.0895,0.0779
7.69,0.0,0.0,0.0,15.38,7.69,0.0,7.69,7.69,30.77,0.0,0.0,7.69,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0532,0.0736,0.0451,0.0382
7.69,0.0,0.0,0.0,7.69,15.38,0.0,7.69,7.69,38.46,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.0767,0.0487,0.035
0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,46.15,0.0,15.38,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0332,0.0521,0.0312,0.0206
0.0,0.0,7.69,7.69,15.38,7.69,0.0,15.38,0.0,7.69,0.0,7.69,7.69,0.0,7.69,15.38,0.0,0.0,0.0,0.0,0.0912,0.0668,0.0628,0.0862
0.0,7.69,7.69,7.69,0.0,38.46,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,7.69,7.69,0.0,7.69,0.0,0.0,0.0629,0.0661,0.0793,0.0778
7.69,0.0,23.08,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,7.69,23.08,0.0,0.0,15.38,7.69,0.0,0.0,0.0,0.05,0.0369,0.0342,0.0324
7.69,0.0,15.38,7.69,7.69,23.08,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,7.69,15.38,0.0,0.0,0.0,0.0496,0.0712,0.0806,0.0683
0.0,0.0,7.69,23.08,0.0,0.0,0.0,0.0,15.38,0.0,0.0,7.69,15.38,7.69,0.0,0.0,0.0,15.38,7.69,0.0,0.0794,0.0499,0.0872,0.0639
0.0,7.69,0.0,0.0,0.0,7.69,7.69,7.69,15.38,15.38,7.69,0.0,0.0,7.69,0.0,15.38,0.0,0.0,7.69,0.0,0.0696,0.0789,0.0734,0.0797
15.38,0.0,0.0,23.08,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,15.38,7.69,7.69,0.0,0.0,0.0547,0.0593,0.0921,0.0712
0.0,0.0,7.69,30.77,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,15.38,0.0,7.69,7.69,0.0,15.38,0.0,0.0,0.0855,0.0664,0.0722,0.0474
7.69,0.0,7.69,7.69,7.69,7.69,0.0,0.0,7.69,7.69,0.0,0.0,15.38,15.38,7.69,0.0,0.0,0.0,7.69,0.0,0.0611,0.0648,0.0714,0.1249
0.0,0.0,15.38,7.69,23.08,15.38,0.0,7.69,0.0,0.0,0.0,15.38,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0949,0.09,0.0691,0.102
0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,0.0,30.77,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,0.0,0.0,0.0682,0.0875,0.0612,0.0605
15.38,0.0,0.0,0.0,0.0,0.0,0.0,15.38,7.69,7.69,0.0,0.0,7.69,7.69,15.38,7.69,0.0,7.69,0.0,7.69,0.0663,0.0834,0.087,0.1364
0.0,0.0,7.69,0.0,15.38,15.38,0.0,23.08,7.69,15.38,0.0,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.073,0.1083,0.0491,0.0491
7.69,0.0,0.0,0.0,15.38,23.08,0.0,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,7.69,7.69,7.69,0.0,0.0,0.0759,0.0618,0.0551,0.0687
7.69,15.38,0.0,7.69,0.0,15.38,15.38,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,7.69,7.69,0.0851,0.0779,0.0522,0.0741
7.69,0.0,0.0,0.0,15.38,15.38,0.0,7.69,7.69,38.46,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0765,0.0466,0.0299
7.69,0.0,15.38,0.0,15.38,0.0,0.0,7.69,0.0,0.0,0.0,7.69,7.69,0.0,7.69,23.08,0.0,0.0,0.0,7.69,0.0867,0.0925,0.0581,0.0653
7.69,0.0,0.0,0.0,0.0,0.0,7.69,7.69,7.69,15.38,0.0,7.69,7.69,7.69,15.38,0.0,0.0,7.69,0.0,7.69,0.0702,0.0777,0.0751,0.1359
7.69,7.69,30.77,0.0,0.0,0.0,0.0,0.0,15.38,7.69,0.0,7.69,0.0,0.0,23.08,0.0,0.0,0.0,0.0,0.0,0.045,0.0855,0.0977,0.0982
0.0,0.0,0.0,0.0,0.0,15.38,0.0,7.69,0.0,53.85,0.0,15.38,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405,0.0546,0.0315,0.0259
15.38,0.0,15.38,0.0,15.38,0.0,0.0,0.0,0.0,15.38,0.0,0.0,15.38,7.69,7.69,0.0,7.69,0.0,0.0,0.0,0.0733,0.0836,0.0957,0.0498
0.0,0.0,0.0,0.0,15.38,15.38,0.0,30.77,15.38,15.38,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0519,0.1064,0.0664,0.0415
0.0,0.0,0.0,0.0,7.69,15.38,0.0,7.69,7.69,38.46,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0498,0.0732,0.0503,0.040999999999999995
15.38,0.0,0.0,7.69,15.38,15.38,0.0,0.0,15.38,0.0,0.0,0.0,15.38,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0861,0.0822,0.0489,0.0675
0.0,0.0,0.0,0.0,7.69,7.69,0.0,15.38,0.0,38.46,0.0,0.0,23.08,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0503,0.0747,0.0645,0.0741
0.0,0.0,7.69,0.0,7.69,0.0,0.0,15.38,7.69,0.0,7.69,0.0,30.77,7.69,0.0,0.0,0.0,0.0,7.69,7.69,0.042,0.0707,0.0825,0.0769
7.69,0.0,0.0,0.0,15.38,0.0,0.0,0.0,7.69,38.46,0.0,0.0,7.69,0.0,0.0,7.69,7.69,7.69,0.0,0.0,0.0461,0.0723,0.0388,0.0203
0.0,0.0,0.0,0.0,23.08,7.69,0.0,7.69,7.69,15.38,0.0,0.0,0.0,7.69,7.69,7.69,0.0,7.69,7.69,0.0,0.0976,0.1395,0.0801,0.017
0.0,0.0,0.0,0.0,0.0,38.46,30.77,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,15.38,0.0,0.0,0.0682,0.0511,0.0286,0.0713
7.69,0.0,7.69,7.69,15.38,0.0,0.0,0.0,0.0,7.69,0.0,7.69,7.69,0.0,7.69,7.69,7.69,7.69,0.0,7.69,0.0601,0.0781,0.0934,0.0807
15.38,0.0,15.38,30.77,0.0,7.69,15.38,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.053,0.0431,0.054000000000000006,0.0574
0.0,7.69,0.0,0.0,0.0,7.69,0.0,0.0,7.69,15.38,0.0,7.69,23.08,0.0,0.0,7.69,0.0,15.38,0.0,7.69,0.0361,0.0523,0.0442,0.0402
15.38,0.0,7.69,7.69,0.0,7.69,0.0,7.69,7.69,7.69,0.0,0.0,23.08,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.055,0.0748,0.0805,0.0752
7.69,0.0,7.69,7.69,0.0,7.69,0.0,0.0,7.69,7.69,7.69,0.0,0.0,0.0,0.0,23.08,7.69,0.0,0.0,15.38,0.0628,0.0675,0.0744,0.0517
7.69,15.38,0.0,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,15.38,0.0,30.77,0.0,0.0,0.0459,0.0386,0.0364,0.0269
7.69,0.0,15.38,0.0,0.0,7.69,7.69,0.0,7.69,15.38,0.0,0.0,15.38,0.0,0.0,7.69,0.0,0.0,0.0,15.38,0.0756,0.0578,0.0851,0.052000000000000005
0.0,0.0,0.0,0.0,7.69,15.38,0.0,15.38,7.69,38.46,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0517,0.0766,0.0498,0.0387
15.38,0.0,0.0,0.0,0.0,7.69,7.69,7.69,0.0,0.0,0.0,0.0,46.15,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0733,0.0427,0.0338,0.0503
15.38,0.0,7.69,0.0,7.69,7.69,7.69,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,23.08,7.69,0.0,0.0769,0.0983,0.0534,0.0621
7.69,0.0,7.69,15.38,0.0,7.69,0.0,0.0,7.69,7.69,0.0,7.69,7.69,0.0,0.0,7.69,0.0,23.08,0.0,0.0,0.0751,0.0445,0.0593,0.0576
0.0,0.0,7.69,0.0,23.08,7.69,0.0,7.69,0.0,0.0,0.0,7.69,7.69,7.69,0.0,15.38,0.0,15.38,0.0,0.0,0.0569,0.0541,0.0525,0.079
0.0,0.0,15.38,0.0,7.69,15.38,7.69,7.69,7.69,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,23.08,0.0824,0.0696,0.0876,0.0628
7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,23.08,0.0,0.0,15.38,7.69,15.38,0.0,0.0,7.69,7.69,0.0,0.1079,0.0655,0.1074,0.0964
7.69,0.0,0.0,0.0,15.38,7.69,0.0,7.69,7.69,38.46,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0569,0.0826,0.0429,0.0157
0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,46.15,0.0,15.38,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0405,0.068,0.0379,0.0215
0.0,0.0,7.69,0.0,7.69,0.0,0.0,7.69,7.69,0.0,0.0,0.0,30.77,7.69,0.0,7.69,0.0,7.69,7.69,7.69,0.0477,0.0801,0.0796,0.07400000000000001
7.69,0.0,0.0,0.0,0.0,15.38,15.38,0.0,0.0,15.38,7.69,0.0,0.0,15.38,7.69,0.0,0.0,7.69,7.69,0.0,0.0823,0.0754,0.1032,0.0458
7.69,0.0,0.0,7.69,0.0,7.69,0.0,7.69,0.0,0.0,15.38,7.69,0.0,0.0,0.0,15.38,7.69,15.38,0.0,7.69,0.0485,0.0517,0.0422,0.0513
7.69,0.0,0.0,0.0,7.69,7.69,0.0,15.38,7.69,30.77,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0491,0.0707,0.0455,0.0365
15.38,0.0,7.69,15.38,7.69,23.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,15.38,7.69,0.0,0.0,0.0728,0.0524,0.0905,0.0807
7.69,0.0,0.0,0.0,0.0,23.08,0.0,7.69,7.69,15.38,0.0,0.0,7.69,0.0,0.0,15.38,0.0,15.38,0.0,0.0,0.0511,0.0567,0.0392,0.0515
15.38,0.0,0.0,0.0,15.38,7.69,0.0,0.0,7.69,0.0,0.0,0.0,23.08,0.0,7.69,7.69,7.69,7.69,0.0,0.0,0.0771,0.0633,0.0719,0.1019
0.0,0.0,0.0,0.0,15.38,7.69,0.0,15.38,15.38,23.08,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0703,0.1007,0.0546,0.0315
7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,7.69,38.46,7.69,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0568,0.0534,0.0421,0.0344
7.69,0.0,0.0,0.0,15.38,15.38,0.0,0.0,7.69,7.69,0.0,7.69,0.0,7.69,7.69,7.69,7.69,7.69,0.0,0.0,0.1033,0.0793,0.0527,0.078
15.38,0.0,0.0,0.0,15.38,7.69,0.0,15.38,0.0,23.08,0.0,0.0,7.69,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0338,0.0564,0.0396,0.0301
0.0,0.0,15.38,0.0,7.69,0.0,0.0,7.69,7.69,0.0,0.0,0.0,30.77,7.69,0.0,0.0,0.0,7.69,7.69,7.69,0.0544,0.0882,0.0902,0.0695
7.69,0.0,7.69,7.69,0.0,15.38,7.69,7.69,7.69,15.38,0.0,7.69,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.078,0.0579,0.067,0.0534
7.69,0.0,0.0,0.0,15.38,0.0,0.0,0.0,7.69,38.46,0.0,0.0,7.69,0.0,0.0,7.69,7.69,7.69,0.0,0.0,0.046,0.0718,0.037000000000000005,0.0203
30.77,7.69,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,0.0,7.69,7.69,0.0,23.08,0.0,0.0,0.0552,0.0585,0.0553,0.0767
0.0,0.0,15.38,0.0,7.69,7.69,0.0,0.0,23.08,7.69,7.69,7.69,0.0,7.69,7.69,0.0,0.0,0.0,0.0,7.69,0.0571,0.0635,0.0737,0.0928
0.0,0.0,15.38,0.0,7.69,7.69,0.0,0.0,38.46,7.69,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0443,0.0604,0.0585,0.0786
0.0,0.0,7.69,0.0,7.69,0.0,30.77,0.0,7.69,0.0,7.69,0.0,7.69,7.69,7.69,0.0,7.69,7.69,0.0,0.0,0.0819,0.0515,0.0699,0.042
7.69,0.0,7.69,7.69,15.38,7.69,0.0,23.08,15.38,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0846,0.1248,0.0585,0.0427
0.0,0.0,0.0,15.38,0.0,7.69,0.0,7.69,7.69,7.69,0.0,7.69,7.69,7.69,7.69,7.69,7.69,0.0,0.0,7.69,0.0704,0.0906,0.0863,0.0355
0.0,7.69,7.69,7.69,7.69,7.69,0.0,23.08,15.38,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0908,0.13699999999999998,0.0591,0.0469
